CustomerID,Product,Amount
3436,FishProducts,2
3436,SweetProducts,1
3436,GoldProds,1
3921,Wines,24
3921,Fruits,1
3921,MeatProducts,108
3921,FishProducts,29
3921,SweetProducts,29
3921,GoldProds,14
3403,Wines,1170
3403,Fruits,19
3403,MeatProducts,594
3403,FishProducts,99
3403,SweetProducts,76
3403,GoldProds,134
22,Wines,185
22,Fruits,2
22,MeatProducts,88
22,FishProducts,15
22,SweetProducts,5
22,GoldProds,14
10965,Wines,983
10965,Fruits,20
10965,MeatProducts,389
10965,FishProducts,240
10965,SweetProducts,50
10965,GoldProds,40
9426,Wines,691
9426,MeatProducts,69
9426,FishProducts,10
9426,GoldProds,130
6605,Wines,504
6605,Fruits,13
6605,MeatProducts,131
6605,FishProducts,8
6605,GoldProds,26
3136,Wines,317
3136,Fruits,25
3136,MeatProducts,265
3136,FishProducts,25
3136,SweetProducts,19
3136,GoldProds,12
8737,Wines,29
8737,Fruits,1
8737,MeatProducts,9
8737,FishProducts,2
8737,GoldProds,2
11088,Wines,1396
11088,MeatProducts,322
11088,FishProducts,46
11088,SweetProducts,35
11088,GoldProds,17
716,Wines,529
716,MeatProducts,356
716,FishProducts,63
716,SweetProducts,28
466,Wines,388
466,Fruits,14
466,MeatProducts,218
466,FishProducts,91
466,SweetProducts,14
466,GoldProds,21
9135,Wines,13
9135,Fruits,2
9135,MeatProducts,21
9135,FishProducts,4
9135,GoldProds,24
10623,Wines,28
10623,MeatProducts,4
8151,Wines,16
8151,Fruits,36
8151,MeatProducts,21
8151,FishProducts,20
8151,SweetProducts,62
8151,GoldProds,108
5140,Wines,1047
5140,MeatProducts,140
5140,FishProducts,67
5140,SweetProducts,38
5140,GoldProds,153
10160,Wines,31
10160,MeatProducts,7
10160,FishProducts,2
10160,GoldProds,6
4945,Wines,815
4945,Fruits,10
4945,MeatProducts,239
4945,FishProducts,28
4945,SweetProducts,10
4945,GoldProds,108
10584,Wines,225
10584,Fruits,162
10584,MeatProducts,387
10584,FishProducts,106
10584,SweetProducts,36
10584,GoldProds,29
6071,Wines,493
6071,Fruits,70
6071,MeatProducts,324
6071,FishProducts,146
6071,SweetProducts,40
6071,GoldProds,84
3386,Wines,34
3386,Fruits,4
3386,MeatProducts,66
3386,FishProducts,3
3386,SweetProducts,10
3386,GoldProds,20
8939,Wines,382
8939,Fruits,138
8939,MeatProducts,65
8939,FishProducts,60
8939,SweetProducts,26
8939,GoldProds,59
9925,Wines,127
9925,Fruits,1
9925,MeatProducts,56
9925,SweetProducts,1
9925,GoldProds,31
4320,Wines,325
4320,Fruits,83
4320,MeatProducts,300
4320,FishProducts,86
4320,SweetProducts,58
4320,GoldProds,91
5389,Wines,238
5389,Fruits,17
5389,MeatProducts,68
5389,FishProducts,8
5389,SweetProducts,10
5389,GoldProds,6
6036,Wines,1168
6036,Fruits,92
6036,MeatProducts,408
6036,FishProducts,72
6036,SweetProducts,129
6036,GoldProds,55
182,Wines,284
182,MeatProducts,55
182,SweetProducts,6
182,GoldProds,52
203,Wines,1288
203,Fruits,20
203,MeatProducts,613
203,FishProducts,80
203,SweetProducts,61
203,GoldProds,27
11025,Wines,65
11025,MeatProducts,46
11025,FishProducts,4
11025,SweetProducts,3
11025,GoldProds,20
10203,Wines,11
10203,Fruits,7
10203,MeatProducts,9
10203,FishProducts,3
10203,SweetProducts,1
10203,GoldProds,11
4607,Wines,227
4607,Fruits,23
4607,MeatProducts,389
4607,FishProducts,42
4607,SweetProducts,21
4607,GoldProds,75
3711,Wines,1035
3711,Fruits,134
3711,MeatProducts,670
3711,FishProducts,25
3711,SweetProducts,38
3696,Wines,27
3696,Fruits,1
3696,MeatProducts,12
3696,FishProducts,2
3696,GoldProds,10
2532,Wines,982
2532,Fruits,73
2532,MeatProducts,351
2532,FishProducts,56
2532,SweetProducts,14
2532,GoldProds,175
9214,Wines,179
9214,Fruits,2
9214,MeatProducts,64
9214,FishProducts,38
9214,SweetProducts,17
9214,GoldProds,58
4943,Wines,1379
4943,Fruits,33
4943,MeatProducts,216
4943,SweetProducts,33
4943,GoldProds,66
35,Wines,32
35,Fruits,1
35,MeatProducts,64
35,FishProducts,16
35,SweetProducts,12
35,GoldProds,85
2258,Wines,8
2258,Fruits,4
2258,MeatProducts,15
2258,FishProducts,7
2258,SweetProducts,6
2258,GoldProds,2
4322,Wines,881
4322,Fruits,38
4322,MeatProducts,319
4322,FishProducts,16
4322,SweetProducts,25
4322,GoldProds,12
713,Wines,141
713,Fruits,15
713,MeatProducts,153
713,FishProducts,67
713,SweetProducts,31
713,GoldProds,35
4702,Wines,1000
4702,Fruits,155
4702,MeatProducts,379
4702,FishProducts,224
4702,SweetProducts,17
4702,GoldProds,120
3281,Wines,206
3281,Fruits,10
3281,MeatProducts,67
3281,FishProducts,30
3281,SweetProducts,27
3281,GoldProds,71
702,Wines,162
702,Fruits,61
702,MeatProducts,83
702,FishProducts,97
702,SweetProducts,57
702,GoldProds,61
2004,Wines,619
2004,Fruits,54
2004,MeatProducts,260
2004,FishProducts,127
2004,SweetProducts,54
2004,GoldProds,54
4769,Wines,456
4769,Fruits,4
4769,MeatProducts,24
4769,GoldProds,9
4437,Wines,112
4437,Fruits,6
4437,MeatProducts,92
4437,FishProducts,3
4437,SweetProducts,9
4437,GoldProds,38
8724,Wines,11
8724,Fruits,3
8724,MeatProducts,22
8724,FishProducts,2
8724,SweetProducts,2
8724,GoldProds,6
10741,Wines,172
10741,Fruits,12
10741,MeatProducts,112
10741,FishProducts,8
10741,GoldProds,15
1991,Wines,78
1991,MeatProducts,11
1991,GoldProds,7
6931,Wines,464
6931,Fruits,151
6931,MeatProducts,292
6931,FishProducts,65
6931,SweetProducts,60
6931,GoldProds,30
11096,Wines,99
11096,Fruits,4
11096,MeatProducts,32
11096,FishProducts,37
11096,SweetProducts,54
11096,GoldProds,6
304,Wines,19
304,Fruits,3
304,MeatProducts,19
304,FishProducts,4
304,SweetProducts,5
304,GoldProds,26
3665,Wines,1
3665,Fruits,9
3665,MeatProducts,8
3665,FishProducts,11
3665,SweetProducts,3
3665,GoldProds,22
10591,Wines,63
10591,Fruits,10
10591,MeatProducts,83
10591,FishProducts,7
10591,SweetProducts,19
10591,GoldProds,19
5036,Wines,252
5036,Fruits,3
5036,MeatProducts,42
5036,FishProducts,4
5036,SweetProducts,3
5036,GoldProds,102
5547,Wines,1478
5547,Fruits,19
5547,MeatProducts,403
5547,SweetProducts,19
7822,Wines,198
7822,Fruits,18
7822,MeatProducts,252
7822,FishProducts,32
7822,SweetProducts,108
7822,GoldProds,54
8541,Wines,8
8541,Fruits,4
8541,MeatProducts,10
8541,FishProducts,6
8541,SweetProducts,7
8541,GoldProds,6
10955,Wines,416
10955,Fruits,46
10955,MeatProducts,925
10955,FishProducts,60
10955,SweetProducts,107
10955,GoldProds,46
4368,Wines,42
4368,Fruits,7
4368,MeatProducts,43
4368,FishProducts,20
4368,SweetProducts,12
4368,GoldProds,10
9671,Wines,14
9671,Fruits,3
9671,MeatProducts,21
9671,FishProducts,2
9671,SweetProducts,1
9671,GoldProds,28
2256,Wines,17
2256,MeatProducts,3
2256,GoldProds,1
4279,Wines,15
4279,Fruits,4
4279,MeatProducts,10
4279,FishProducts,3
4279,SweetProducts,4
4279,GoldProds,18
5371,Wines,6
5371,Fruits,16
5371,MeatProducts,24
5371,FishProducts,11
5371,GoldProds,34
9240,Wines,458
9240,MeatProducts,24
9240,FishProducts,6
9240,SweetProducts,4
9240,GoldProds,34
9460,Wines,30
9460,Fruits,3
9460,MeatProducts,47
9460,FishProducts,19
9460,SweetProducts,21
9460,GoldProds,42
9504,Wines,179
9504,Fruits,28
9504,MeatProducts,520
9504,FishProducts,111
9504,SweetProducts,123
9504,GoldProds,47
8692,Wines,90
8692,Fruits,17
8692,MeatProducts,97
8692,FishProducts,15
8692,SweetProducts,6
8692,GoldProds,15
448,Wines,308
448,Fruits,85
448,MeatProducts,137
448,FishProducts,102
448,SweetProducts,45
448,GoldProds,118
8314,Wines,557
8314,Fruits,129
8314,MeatProducts,761
8314,FishProducts,29
8314,SweetProducts,185
8314,GoldProds,111
8420,Wines,7
8420,Fruits,4
8420,MeatProducts,13
8420,FishProducts,15
8420,SweetProducts,8
8420,GoldProds,17
3174,Wines,1492
3174,Fruits,38
3174,MeatProducts,287
3174,FishProducts,50
3174,SweetProducts,57
3174,GoldProds,33
7685,Wines,30
7685,Fruits,8
7685,MeatProducts,12
7685,FishProducts,8
7685,SweetProducts,8
7685,GoldProds,12
3179,Wines,249
3179,Fruits,153
3179,MeatProducts,940
3179,FishProducts,58
3179,SweetProducts,134
3179,GoldProds,38
9780,Wines,465
9780,Fruits,25
9780,MeatProducts,132
9780,FishProducts,136
9780,GoldProds,37
10681,Wines,129
10681,Fruits,129
10681,MeatProducts,259
10681,FishProducts,168
10681,SweetProducts,121
10681,GoldProds,83
10232,Wines,174
10232,Fruits,18
10232,MeatProducts,81
10232,FishProducts,28
10232,SweetProducts,6
10232,GoldProds,24
4184,Wines,189
4184,Fruits,2
4184,MeatProducts,29
4184,FishProducts,3
4184,SweetProducts,2
4184,GoldProds,40
9120,Wines,747
9120,Fruits,10
9120,MeatProducts,161
9120,FishProducts,65
9120,SweetProducts,40
9120,GoldProds,42
891,Wines,6
891,MeatProducts,2
891,FishProducts,2
891,GoldProds,1
10381,Wines,14
10381,MeatProducts,3
10381,GoldProds,4
3525,Wines,12
3525,MeatProducts,4
3525,GoldProds,1
6818,Wines,98
6818,MeatProducts,106
6818,FishProducts,49
6818,SweetProducts,10
6818,GoldProds,106
3526,Wines,32
3526,MeatProducts,5
3526,GoldProds,1
8181,Wines,51
8181,Fruits,12
8181,MeatProducts,49
8181,FishProducts,17
8181,SweetProducts,24
8181,GoldProds,24
1029,Wines,200
1029,Fruits,5
1029,MeatProducts,44
1029,SweetProducts,10
1029,GoldProds,20
7369,Wines,25
7369,Fruits,6
7369,MeatProducts,25
7369,FishProducts,6
2574,Wines,1050
2574,Fruits,12
2574,MeatProducts,144
2574,GoldProds,24
8159,Wines,117
8159,MeatProducts,22
8159,FishProducts,13
8159,GoldProds,30
1160,Wines,9
1160,Fruits,4
1160,MeatProducts,17
1160,FishProducts,10
1160,SweetProducts,2
1160,GoldProds,7
10242,Wines,56
10242,MeatProducts,11
10242,GoldProds,8
5253,Wines,145
5253,Fruits,13
5253,MeatProducts,46
5253,FishProducts,17
5253,SweetProducts,2
5253,GoldProds,4
5966,Wines,203
5966,MeatProducts,10
5966,GoldProds,2
5314,Wines,270
5314,Fruits,3
5314,MeatProducts,27
5314,FishProducts,39
5314,SweetProducts,6
5314,GoldProds,99
5081,Wines,9
5081,MeatProducts,16
5081,FishProducts,6
5081,SweetProducts,6
5081,GoldProds,10
5123,Wines,37
5123,Fruits,12
5123,MeatProducts,23
5123,FishProducts,8
5123,SweetProducts,11
5123,GoldProds,52
5756,Wines,46
5756,MeatProducts,7
5756,GoldProds,2
8036,Wines,31
8036,Fruits,1
8036,MeatProducts,13
8036,FishProducts,7
8036,SweetProducts,2
8036,GoldProds,9
9058,Wines,1060
9058,Fruits,21
9058,MeatProducts,530
9058,FishProducts,32
9058,GoldProds,224
5057,Wines,264
5057,Fruits,47
5057,MeatProducts,188
5057,FishProducts,54
5057,SweetProducts,47
5057,GoldProds,11
254,Wines,399
254,Fruits,4
254,MeatProducts,30
254,FishProducts,6
254,SweetProducts,4
254,GoldProds,30
4179,Wines,8
4179,Fruits,9
4179,MeatProducts,9
4179,FishProducts,2
4179,SweetProducts,5
4179,GoldProds,22
3710,Wines,19
3710,MeatProducts,35
3710,FishProducts,6
3710,SweetProducts,4
3710,GoldProds,17
7627,Wines,817
7627,Fruits,183
7627,MeatProducts,797
7627,FishProducts,106
7627,SweetProducts,163
7627,GoldProds,20
4501,Wines,292
4501,Fruits,127
4501,MeatProducts,635
4501,FishProducts,132
4501,SweetProducts,127
4501,GoldProds,165
6424,Wines,12
6424,Fruits,6
6424,MeatProducts,2
6424,FishProducts,11
6424,SweetProducts,2
6424,GoldProds,16
3075,Wines,130
3075,Fruits,30
3075,MeatProducts,168
3075,FishProducts,20
3075,SweetProducts,34
4992,Wines,6
4992,Fruits,4
4992,MeatProducts,16
4992,FishProducts,3
4992,SweetProducts,10
4992,GoldProds,30
5252,Wines,16
5252,Fruits,12
5252,MeatProducts,18
5252,FishProducts,7
5252,SweetProducts,1
5252,GoldProds,13
7444,Wines,19
7444,MeatProducts,9
7444,GoldProds,2
6919,Wines,4
6919,Fruits,7
6919,MeatProducts,15
6919,FishProducts,13
6919,SweetProducts,9
6919,GoldProds,15
3537,Wines,31
3537,Fruits,3
3537,MeatProducts,31
3537,FishProducts,2
3537,SweetProducts,8
3537,GoldProds,4
10277,Wines,36
10277,MeatProducts,2
10277,GoldProds,4
2453,Wines,526
2453,Fruits,28
2453,MeatProducts,135
2453,FishProducts,10
2453,SweetProducts,21
2453,GoldProds,99
7972,Wines,400
7972,Fruits,32
7972,MeatProducts,519
7972,FishProducts,71
7972,SweetProducts,75
7972,GoldProds,54
895,Wines,410
895,Fruits,16
895,MeatProducts,114
895,SweetProducts,5
895,GoldProds,49
1177,Wines,80
1177,Fruits,3
1177,MeatProducts,26
1177,FishProducts,4
1177,SweetProducts,2
1177,GoldProds,14
7141,Wines,88
7141,Fruits,10
7141,MeatProducts,46
7141,FishProducts,2
7141,SweetProducts,3
7141,GoldProds,64
7232,Wines,55
7232,MeatProducts,6
7232,FishProducts,2
7232,GoldProds,4
8477,Wines,5
8477,Fruits,1
8477,MeatProducts,13
8477,FishProducts,3
8477,SweetProducts,5
8477,GoldProds,1
2457,Wines,8
2457,Fruits,4
2457,MeatProducts,5
2457,FishProducts,15
2457,SweetProducts,2
2457,GoldProds,11
988,Wines,410
988,MeatProducts,592
988,FishProducts,147
988,SweetProducts,22
988,GoldProds,22
7930,Wines,101
7930,Fruits,13
7930,MeatProducts,76
7930,FishProducts,20
7930,SweetProducts,18
7930,GoldProds,40
4587,Wines,162
4587,Fruits,25
4587,MeatProducts,53
4587,FishProducts,16
4587,GoldProds,10
6682,Wines,2
6682,Fruits,8
6682,MeatProducts,1
6682,FishProducts,4
6682,SweetProducts,7
6682,GoldProds,15
6222,Wines,25
6222,MeatProducts,8
6222,FishProducts,2
6222,GoldProds,2
10299,Wines,389
10299,Fruits,91
10299,MeatProducts,248
10299,FishProducts,64
10299,SweetProducts,49
10299,GoldProds,41
3083,Wines,215
3083,Fruits,13
3083,MeatProducts,87
3083,FishProducts,17
3083,SweetProducts,17
3083,GoldProds,24
8953,Wines,27
8953,MeatProducts,5
8953,GoldProds,3
1503,Wines,85
1503,Fruits,1
1503,MeatProducts,16
1503,FishProducts,2
1503,SweetProducts,1
1503,GoldProds,2
8650,Wines,5
8650,Fruits,6
8650,MeatProducts,10
8650,FishProducts,6
8650,SweetProducts,5
8650,GoldProds,10
10862,Wines,179
10862,Fruits,8
10862,MeatProducts,83
10862,FishProducts,19
10862,SweetProducts,11
10862,GoldProds,26
2782,Wines,352
2782,MeatProducts,27
2782,FishProducts,10
2782,GoldProds,15
6941,Wines,17
6941,Fruits,8
6941,MeatProducts,12
6941,FishProducts,11
6941,SweetProducts,15
6941,GoldProds,32
10972,Wines,625
10972,Fruits,35
10972,MeatProducts,169
10972,FishProducts,58
10972,SweetProducts,17
10972,GoldProds,35
10708,Wines,10
10708,Fruits,6
10708,MeatProducts,11
10708,SweetProducts,4
10708,GoldProds,2
6583,Wines,390
6583,Fruits,22
6583,MeatProducts,323
6583,FishProducts,104
6583,SweetProducts,35
6583,GoldProds,107
3641,Wines,10
3641,Fruits,2
3641,MeatProducts,15
3641,FishProducts,2
3641,SweetProducts,1
3641,GoldProds,6
10156,Wines,215
10156,Fruits,63
10156,MeatProducts,507
10156,FishProducts,231
10156,SweetProducts,31
10156,GoldProds,190
4299,Wines,1001
4299,Fruits,17
4299,MeatProducts,572
4299,FishProducts,93
4299,SweetProducts,125
4299,GoldProds,17
3469,Wines,19
3469,Fruits,18
3469,MeatProducts,33
3469,FishProducts,24
3469,SweetProducts,1
3469,GoldProds,8
5063,Wines,41
5063,Fruits,5
5063,MeatProducts,129
5063,FishProducts,10
5063,SweetProducts,3
5063,GoldProds,3
10727,Wines,1181
10727,Fruits,107
10727,MeatProducts,199
10727,FishProducts,39
10727,SweetProducts,30
10727,GoldProds,30
9624,Wines,603
9624,Fruits,45
9624,MeatProducts,207
9624,FishProducts,36
9624,SweetProducts,18
9624,GoldProds,54
5156,Wines,129
5156,Fruits,129
5156,MeatProducts,259
5156,FishProducts,168
5156,SweetProducts,121
5156,GoldProds,83
4376,Wines,10
4376,Fruits,24
4376,MeatProducts,15
4376,FishProducts,13
4376,SweetProducts,1
4376,GoldProds,30
8923,Wines,514
8923,Fruits,22
8923,MeatProducts,732
8923,FishProducts,42
8923,SweetProducts,198
8923,GoldProds,79
8461,Wines,14
8461,MeatProducts,1
8461,GoldProds,1
6945,Wines,387
6945,Fruits,20
6945,MeatProducts,713
6945,FishProducts,38
6945,SweetProducts,54
6945,GoldProds,163
944,Wines,121
944,Fruits,103
944,MeatProducts,69
944,FishProducts,8
944,SweetProducts,44
944,GoldProds,48
1907,Wines,965
1907,Fruits,69
1907,MeatProducts,279
1907,FishProducts,54
1907,SweetProducts,41
1907,GoldProds,69
701,Wines,707
701,Fruits,21
701,MeatProducts,250
701,FishProducts,85
701,SweetProducts,43
701,GoldProds,73
3856,Wines,571
3856,Fruits,50
3856,MeatProducts,142
3856,FishProducts,33
3856,SweetProducts,50
3856,GoldProds,159
4149,Wines,586
4149,Fruits,66
4149,MeatProducts,653
4149,FishProducts,17
4149,GoldProds,26
2131,Wines,1063
2131,Fruits,89
2131,MeatProducts,102
2131,FishProducts,16
2131,SweetProducts,12
2131,GoldProds,25
2942,Wines,305
2942,Fruits,3
2942,MeatProducts,27
2942,FishProducts,4
2942,SweetProducts,3
2942,GoldProds,144
1173,Wines,1200
1173,Fruits,105
1173,MeatProducts,758
1173,SweetProducts,42
1173,GoldProds,147
4381,Wines,163
4381,Fruits,2
4381,MeatProducts,40
4381,FishProducts,8
4381,SweetProducts,11
4381,GoldProds,11
4611,Wines,1009
4611,Fruits,181
4611,MeatProducts,104
4611,FishProducts,202
4611,SweetProducts,21
4611,GoldProds,207
3376,Wines,125
3376,Fruits,6
3376,MeatProducts,73
3376,FishProducts,8
3376,SweetProducts,4
3376,GoldProds,19
4679,Wines,721
4679,MeatProducts,152
4679,FishProducts,119
4679,SweetProducts,50
4679,GoldProds,50
10928,Wines,315
10928,Fruits,4
10928,MeatProducts,62
10928,FishProducts,41
10928,SweetProducts,31
10928,GoldProds,146
4248,Wines,1000
4248,Fruits,19
4248,MeatProducts,711
4248,FishProducts,125
4248,SweetProducts,115
4248,GoldProds,38
6728,Wines,16
6728,MeatProducts,17
6728,FishProducts,6
6728,SweetProducts,3
6728,GoldProds,6
6661,Wines,757
6661,Fruits,80
6661,MeatProducts,217
6661,FishProducts,29
6661,SweetProducts,80
6661,GoldProds,11
4725,Wines,30
4725,Fruits,2
4725,MeatProducts,25
4725,SweetProducts,1
4725,GoldProds,9
3277,Wines,219
3277,Fruits,3
3277,MeatProducts,100
3277,FishProducts,26
3277,GoldProds,17
5555,Wines,1
5555,Fruits,1
5555,MeatProducts,1
5555,FishProducts,1
5555,SweetProducts,1
5555,GoldProds,1
2564,Wines,111
2564,Fruits,3
2564,MeatProducts,28
2564,FishProducts,2
2564,SweetProducts,6
2564,GoldProds,15
946,Wines,45
946,Fruits,47
946,MeatProducts,52
946,FishProducts,21
946,SweetProducts,20
946,GoldProds,25
3867,Wines,410
3867,Fruits,112
3867,MeatProducts,420
3867,SweetProducts,82
3867,GoldProds,71
6940,Wines,100
6940,Fruits,1
6940,MeatProducts,39
6940,FishProducts,6
6940,SweetProducts,1
6940,GoldProds,76
55,Wines,509
55,MeatProducts,65
55,FishProducts,7
55,SweetProducts,11
55,GoldProds,5
7093,Wines,3
7093,Fruits,6
7093,MeatProducts,5
7093,SweetProducts,2
7093,GoldProds,6
5084,Wines,445
5084,Fruits,53
5084,MeatProducts,213
5084,FishProducts,104
5084,SweetProducts,98
5084,GoldProds,151
1777,Wines,2
1777,Fruits,2
1777,MeatProducts,11
1777,FishProducts,41
1777,SweetProducts,7
1777,GoldProds,11
8162,Wines,4
8162,Fruits,1
8162,MeatProducts,11
8162,FishProducts,6
8162,SweetProducts,2
8162,GoldProds,2
10826,Wines,6
10826,Fruits,1
10826,MeatProducts,7
10826,FishProducts,23
10826,SweetProducts,4
10826,GoldProds,19
8754,Wines,14
8754,MeatProducts,3
8754,GoldProds,3
1987,Wines,1
1987,Fruits,10
1987,MeatProducts,11
1987,FishProducts,19
1987,SweetProducts,3
1987,GoldProds,15
11007,Wines,26
11007,MeatProducts,6
11007,GoldProds,2
7426,Wines,111
7426,Fruits,16
7426,MeatProducts,37
7426,FishProducts,7
7426,SweetProducts,9
7426,GoldProds,18
9153,Wines,418
9153,Fruits,61
9153,MeatProducts,428
9153,FishProducts,80
9153,SweetProducts,51
9153,GoldProds,10
10379,Wines,327
10379,Fruits,9
10379,MeatProducts,122
10379,FishProducts,19
10379,SweetProducts,14
10379,GoldProds,83
9204,Wines,371
9204,Fruits,159
9204,MeatProducts,194
9204,FishProducts,58
9204,SweetProducts,106
9204,GoldProds,141
3197,Wines,275
3197,Fruits,59
3197,MeatProducts,107
3197,FishProducts,69
3197,SweetProducts,101
3197,GoldProds,59
2920,Wines,789
2920,MeatProducts,142
2920,FishProducts,12
2920,SweetProducts,9
2920,GoldProds,38
6961,Wines,1
6961,Fruits,1
6961,MeatProducts,5
6961,SweetProducts,3
6961,GoldProds,1
4673,Wines,1004
4673,Fruits,12
4673,MeatProducts,145
4673,FishProducts,32
4673,SweetProducts,12
4673,GoldProds,36
9937,Wines,187
9937,Fruits,81
9937,MeatProducts,149
9937,FishProducts,25
9937,SweetProducts,43
9937,GoldProds,91
8779,Wines,56
8779,Fruits,4
8779,MeatProducts,76
8779,FishProducts,17
8779,SweetProducts,1
8779,GoldProds,18
9596,Wines,365
9596,Fruits,32
9596,MeatProducts,117
9596,FishProducts,34
9596,SweetProducts,110
9596,GoldProds,6
2891,Wines,595
2891,Fruits,23
2891,MeatProducts,123
2891,FishProducts,10
2891,SweetProducts,23
2891,GoldProds,154
4910,Wines,1132
4910,Fruits,134
4910,MeatProducts,384
4910,FishProducts,175
4910,SweetProducts,134
4910,GoldProds,115
75,Wines,34
75,Fruits,11
75,MeatProducts,137
75,FishProducts,179
75,SweetProducts,61
75,GoldProds,45
10120,Wines,116
10120,Fruits,6
10120,MeatProducts,82
10120,FishProducts,6
10120,SweetProducts,6
10120,GoldProds,41
6327,Wines,565
6327,Fruits,32
6327,MeatProducts,435
6327,FishProducts,28
6327,SweetProducts,32
6327,GoldProds,54
10142,Wines,372
10142,Fruits,18
10142,MeatProducts,126
10142,FishProducts,47
10142,SweetProducts,48
10142,GoldProds,78
9826,Wines,899
9826,Fruits,102
9826,MeatProducts,838
9826,FishProducts,133
9826,SweetProducts,102
9826,GoldProds,40
1501,Wines,55
1501,Fruits,16
1501,MeatProducts,1622
1501,FishProducts,17
1501,SweetProducts,3
1501,GoldProds,4
10767,Wines,760
10767,Fruits,40
10767,MeatProducts,480
10767,SweetProducts,40
10767,GoldProds,26
7279,Wines,260
7279,Fruits,86
7279,MeatProducts,559
7279,FishProducts,63
7279,SweetProducts,9
7279,GoldProds,67
7230,Wines,459
7230,MeatProducts,24
7230,FishProducts,6
7230,GoldProds,4
143,Wines,466
143,MeatProducts,224
143,FishProducts,119
143,SweetProducts,49
143,GoldProds,99
450,Wines,67
450,Fruits,15
450,MeatProducts,80
450,FishProducts,17
450,SweetProducts,11
450,GoldProds,80
9316,Wines,2
9316,MeatProducts,7
9316,FishProducts,3
9316,SweetProducts,7
9316,GoldProds,10
6379,Wines,67
6379,Fruits,1
6379,MeatProducts,20
6379,SweetProducts,2
6379,GoldProds,31
9239,Wines,92
9239,Fruits,4
9239,MeatProducts,18
9239,FishProducts,3
9239,SweetProducts,3
9239,GoldProds,6
8315,Wines,4
8315,Fruits,2
8315,MeatProducts,11
8315,FishProducts,2
8315,GoldProds,4
2868,Wines,20
2868,Fruits,1
2868,MeatProducts,28
2868,FishProducts,3
2868,SweetProducts,3
2868,GoldProds,2
10888,Wines,273
10888,Fruits,11
10888,MeatProducts,178
10888,FishProducts,62
10888,SweetProducts,83
10888,GoldProds,29
1277,Wines,434
1277,Fruits,22
1277,MeatProducts,388
1277,FishProducts,104
1277,SweetProducts,22
1277,GoldProds,34
9977,Wines,321
9977,Fruits,11
9977,MeatProducts,309
9977,FishProducts,33
9977,SweetProducts,26
9977,GoldProds,34
10196,Wines,212
10196,Fruits,123
10196,MeatProducts,177
10196,FishProducts,15
10196,SweetProducts,64
10196,GoldProds,23
6384,Wines,909
6384,Fruits,12
6384,MeatProducts,278
6384,SweetProducts,12
6384,GoldProds,242
8029,Wines,1184
8029,Fruits,32
8029,MeatProducts,352
8029,FishProducts,21
8029,SweetProducts,16
8029,GoldProds,16
968,Wines,112
968,Fruits,19
968,MeatProducts,21
968,FishProducts,16
968,SweetProducts,14
968,GoldProds,5
6988,Wines,656
6988,Fruits,80
6988,MeatProducts,455
6988,FishProducts,52
6988,SweetProducts,107
6988,GoldProds,93
4472,Wines,23
4472,MeatProducts,8
4472,FishProducts,6
4472,SweetProducts,2
4472,GoldProds,18
6991,Wines,537
6991,Fruits,6
6991,MeatProducts,42
6991,FishProducts,16
6991,SweetProducts,6
6991,GoldProds,30
3336,Wines,712
3336,MeatProducts,45
3336,GoldProds,191
4301,Wines,23
4301,Fruits,1
4301,MeatProducts,13
4301,FishProducts,2
4301,SweetProducts,2
4301,GoldProds,18
1940,Wines,1
1940,Fruits,3
1940,MeatProducts,4
1940,FishProducts,2
1940,SweetProducts,2
1940,GoldProds,6
1272,Wines,664
1272,Fruits,58
1272,MeatProducts,83
1272,FishProducts,32
1272,GoldProds,66
1388,Wines,6
1388,Fruits,10
1388,MeatProducts,21
1388,FishProducts,19
1388,SweetProducts,14
1388,GoldProds,42
1044,Wines,299
1044,Fruits,5
1044,MeatProducts,201
1044,FishProducts,21
1044,SweetProducts,21
1044,GoldProds,49
6969,Wines,99
6969,Fruits,13
6969,MeatProducts,66
6969,FishProducts,43
6969,SweetProducts,8
6969,GoldProds,4
10479,Wines,749
10479,Fruits,40
10479,MeatProducts,294
10479,FishProducts,121
10479,SweetProducts,160
10479,GoldProds,147
3619,Wines,345
3619,Fruits,25
3619,MeatProducts,501
3619,FishProducts,63
3619,SweetProducts,138
3619,GoldProds,80
1715,Wines,9
1715,Fruits,4
1715,MeatProducts,18
1715,FishProducts,7
1715,SweetProducts,5
1715,GoldProds,5
10159,Wines,440
10159,Fruits,81
10159,MeatProducts,368
10159,SweetProducts,122
10159,GoldProds,174
1463,Wines,8
1463,Fruits,2
1463,MeatProducts,5
1463,FishProducts,3
1463,GoldProds,3
5114,Wines,670
5114,Fruits,9
5114,MeatProducts,249
5114,SweetProducts,28
5114,GoldProds,9
4990,Wines,524
4990,MeatProducts,134
4990,FishProducts,28
4990,SweetProducts,28
4990,GoldProds,155
4329,Wines,6
4329,MeatProducts,6
4329,FishProducts,2
4329,SweetProducts,1
4329,GoldProds,1
10936,Wines,597
10936,Fruits,166
10936,MeatProducts,597
10936,FishProducts,172
10936,SweetProducts,166
10936,GoldProds,249
4692,Wines,7
4692,MeatProducts,12
4692,FishProducts,13
4692,SweetProducts,7
4692,GoldProds,32
7212,Wines,54
7212,MeatProducts,7
7212,GoldProds,4
6086,Wines,445
6086,Fruits,25
6086,MeatProducts,706
6086,FishProducts,80
6086,SweetProducts,76
